generation,pop,opt,phen
200102,3,-2,-1.81844
200102,3,-2,0.583769
200102,3,-2,-1.00699
200102,3,-2,-1.5525
200102,3,-2,0.836321
200102,3,-2,0.865158
200102,3,-2,-0.725596
200102,3,-2,-0.411834
200102,3,-2,-3.01182
200102,3,-2,-1.71207
200102,3,-2,-0.190968
200102,3,-2,-1.85974
200102,3,-2,0.770164
200102,3,-2,-0.666357
200102,3,-2,0.186396
200102,3,-2,0.462932
200102,3,-2,0.191134
200102,3,-2,2.53393
200102,3,-2,-0.679743
200102,3,-2,1.58618
200102,3,-2,-1.14375
200102,3,-2,-0.136288
200102,3,-2,-1.01203
200102,3,-2,1.69256
200102,3,-2,-0.54453
200102,3,-2,-0.079543
200102,3,-2,-1.19338
200102,3,-2,-0.120837
200102,3,-2,0.795027
200102,3,-2,1.42009
200102,3,-2,-0.625063
200102,3,-2,-0.00504878
200102,3,-2,-0.111425
200102,3,-2,-2.73043
200102,3,-2,-0.559981
200102,3,-2,1.07254
200102,3,-2,-0.741046
200102,3,-2,1.90886
200102,3,-2,-1.60718
200102,3,-2,-2.10537
200102,3,-2,1.69761
200102,3,-2,0.397654
200102,3,-2,-1.49576
200102,3,-2,0.57872
200102,3,-2,0.513638
200102,3,-2,0.0904215
200102,3,-2,-1.23467
200102,3,-2,0.770164
200102,3,-2,1.60163
200102,3,-2,2.20164
200102,3,-2,1.69761
200102,3,-2,-1.85974
200102,3,-2,-4.15557
200102,3,-2,-2.12082
200102,3,-2,-1.81844
200102,3,-2,-2.12082
200102,3,-2,-0.609612
200102,3,-2,-1.31422
200102,3,-2,0.0904215
200102,3,-2,0.0904215
200102,3,-2,-1.49576
200102,3,-2,1.62748
200102,3,-2,-3.3555
200102,3,-2,0.251477
200102,3,-2,0.504226
200102,3,-2,-0.423216
200102,3,-2,-2.42806
200102,3,-2,1.65631
200102,3,-2,-2.42806
200102,3,-2,1.68118
200102,3,-2,-1.59173
200102,3,-2,-1.81844
200102,3,-2,0.131715
200102,3,-2,-0.423216
200102,3,-2,-0.821066
200102,3,-2,0.281389
200102,3,-2,0.620014
200102,3,-2,0.542475
200102,3,-2,1.07254
200102,3,-2,1.11384
200102,3,-2,0.434095
200102,3,-2,2.53393
200102,3,-2,-1.59173
200102,3,-2,-0.625063
200102,3,-2,-0.911991
200102,4,1,0.504226
200102,4,1,1.39604
200102,4,1,2.20668
200102,4,1,1.08799
200102,4,1,-0.343673
200102,4,1,0.240095
200102,4,1,0.201846
200102,4,1,1.58618
200102,4,1,0.770164
200102,4,1,0.542475
200102,4,1,3.14256
200102,4,1,0.789978
200102,4,1,0.251477
200102,4,1,0.240095
200102,4,1,-2.4645
200102,4,1,-0.0622843
200102,4,1,0.87654
200102,4,1,-1.75336
200102,4,1,1.56132
200102,4,1,-0.927442
200102,4,1,1.979
200102,4,1,0.240095
200102,4,1,-0.0209903
200102,4,1,-0.0959741
200102,4,1,1.1387
200102,4,1,3.30865
200102,4,1,-2.16212
200102,4,1,3.42008
200102,4,1,-0.120837
200102,4,1,-1.44613
200102,4,1,-0.343673
200102,4,1,1.90886
200102,4,1,1.68118
200102,4,1,-0.041294
200102,4,1,1.07254
200102,4,1,-0.342863
200102,4,1,3.0227
200102,4,1,1.63135
200102,4,1,0.87654
200102,4,1,1.3788
200102,4,1,-0.523735
200102,4,1,1.27439
200102,4,1,-1.49576
200102,4,1,0.145102
200102,4,1,-0.932491
200102,4,1,2.01524
200102,4,1,2.19025
200102,4,1,1.4209
200102,4,1,-0.100533
200102,4,1,-0.373585
200102,4,1,0.131715
200102,4,1,0.993001
200102,4,1,3.60647
200102,4,1,0.865158
200102,4,1,-1.25566
200102,4,1,0.115284
200102,4,1,-0.278592
200102,4,1,0.542475
200102,4,1,2.01019
200102,4,1,2.5779
200102,4,1,1.07254
200102,4,1,2.01524
200102,4,1,-0.86236
200102,4,1,0.800886
200102,4,1,0.553857
200102,4,1,-0.911991
200102,4,1,0.770164
200102,4,1,1.65631
200102,4,1,4.55878
200102,4,1,2.24668
200102,4,1,-0.343673
200102,4,1,-2.12082
200102,4,1,0.281389
200102,4,1,1.35393
200102,4,1,-0.398354
200102,4,1,0.770164
200102,4,1,1.05155
200102,4,1,0.542475
200102,4,1,2.01524
200102,4,1,2.28137
200102,4,1,0.145102
200102,4,1,1.68118
200102,4,1,3.32895
200102,4,1,-2.05574
200102,4,1,-0.941903
200102,4,1,3.63133
200102,4,1,0.562778
200102,4,1,0.795027
200102,4,1,0.620014
200102,4,1,-0.041294
200102,4,1,-0.130445
200102,4,1,0.57872
200102,4,1,0.513638
200102,4,1,0.816337
200102,4,1,1.30867
200102,4,1,-0.115984
200102,4,1,-0.721037
200102,4,1,-0.384967
200102,4,1,1.69761
200102,4,1,1.09741
200102,5,2,0.453324
200102,5,2,-0.136288
200102,5,2,0.553857
200102,5,2,-2.73043
200102,5,2,1.07254
200102,5,2,1.65631
200102,5,2,0.434095
200102,5,2,1.09741
200102,5,2,1.82932
200102,5,2,0.240095
200102,5,2,2.83631
200102,5,2,1.07254
200102,5,2,2.83631
200102,5,2,1.16754
200102,5,2,2.30624
200102,5,2,0.0179288
200102,5,2,1.89945
200102,5,2,2.83631
200102,5,2,5.04755
200102,5,2,3.44494
200102,5,2,1.71872
200102,5,2,2.53979
200102,5,2,1.09741
200102,5,2,2.19481
200102,5,2,1.66769
200102,5,2,3.34053
200102,5,2,-0.041294
200102,5,2,3.3654
200102,5,2,2.49263
200102,5,2,5.08884
200102,5,2,1.58825
200102,5,2,2.00386
200102,5,2,3.97501
200102,5,2,2.16995
200102,5,2,1.09741
200102,5,2,3.42008
200102,5,2,2.79501
200102,5,2,-0.669341
200102,5,2,0.488775
200102,5,2,0.240095
200102,5,2,1.9253
200102,5,2,3.41503
200102,5,2,2.26294
200102,5,2,1.49151
200102,5,2,2.21124
200102,5,2,2.57415
200102,5,2,2.86117
200102,5,2,0.0237879
200102,5,2,1.06749
200102,5,2,2.79501
200102,5,2,3.07959
200102,5,2,2.83631
200102,5,2,1.98533
200102,5,2,3.97501
200102,5,2,3.63133
200102,5,2,2.81532
200102,5,2,1.3251
200102,5,2,1.55546
200102,5,2,3.44494
200102,5,2,2.49263
200102,5,2,1.42009
200102,5,2,1.29925
200102,5,2,1.05236
200102,5,2,3.32508
200102,5,2,3.42008
200102,5,2,3.02167
200102,5,2,2.81144
200102,5,2,2.30624
200102,5,2,3.90885
200102,5,2,3.97501
200102,5,2,2.81988
200102,5,2,2.25254
200102,5,2,2.16995
200102,5,2,1.78755
200102,5,2,2.83631
200102,5,2,1.35393
200102,5,2,1.69256
200102,5,2,3.63133
200102,5,2,3.42008
200102,5,2,1.62194
200102,5,2,1.01786
200102,5,2,5.37023
200102,5,2,1.60163
200102,5,2,2.79501
200102,5,2,2.54531
200102,5,2,2.22669
200102,5,2,1.35393
200102,5,2,0.700033
200102,5,2,4.18271
200102,5,2,1.13258
200102,5,2,1.68118
200102,5,2,2.22669
200102,5,2,4.2564
200102,5,2,1.65126
200102,5,2,3.2704
200102,5,2,1.08799
200102,5,2,2.70002
200102,5,2,2.72032
200102,5,2,-0.650906
200102,5,2,2.25156
200102,6,3,2.23822
200102,6,3,1.3788
200102,6,3,3.1177
200102,6,3,2.28137
200102,6,3,2.83631
200102,6,3,1.13284
200102,6,3,-0.115984
200102,6,3,1.70943
200102,6,3,-0.86236
200102,6,3,1.1387
200102,6,3,3.93371
200102,6,3,1.3788
200102,6,3,1.69761
200102,6,3,1.66779
200102,6,3,1.05808
200102,6,3,0.583769
200102,6,3,0.472344
200102,6,3,-0.0308922
200102,6,3,-0.137268
200102,6,3,0.800746
200102,6,3,2.30624
200102,6,3,0.715484
200102,6,3,2.86117
200102,6,3,3.04757
200102,6,3,3.42008
200102,6,3,-0.343673
200102,6,3,1.2838
200102,6,3,0.865158
200102,6,3,-0.639524
200102,6,3,1.57677
200102,6,3,0.542475
200102,6,3,2.30624
200102,6,3,1.3788
200102,6,3,-0.609612
200102,6,3,1.90886
200102,6,3,1.72247
200102,6,3,0.408252
200102,6,3,-0.315421
200102,6,3,2.28137
200102,6,3,1.43049
200102,6,3,3.42008
200102,6,3,3.83872
200102,6,3,-0.679743
200102,6,3,1.68118
200102,6,3,-0.082588
200102,6,3,0.185415
200102,6,3,0.715484
200102,6,3,2.83631
200102,6,3,0.529089
200102,6,3,-0.316841
200102,6,3,0.795027
200102,6,3,1.16249
200102,6,3,-1.64699
200102,6,3,2.5175
200102,6,3,1.16754
200102,6,3,0.595151
200102,6,3,3.95014
200102,6,3,-0.664292
200102,6,3,1.66779
200102,6,3,1.31438
200102,6,3,0.462932
200102,6,3,4.53391
200102,6,3,2.79501
200102,6,3,1.68118
200102,6,3,0.175683
200102,6,3,2.09041
200102,6,3,-1.01203
200102,6,3,2.30624
200102,6,3,-0.371521
200102,6,3,2.21124
200102,6,3,3.97501
200102,6,3,1.3788
200102,6,3,2.81144
200102,6,3,1.29925
200102,6,3,1.90134
200102,6,3,3.42008
200102,6,3,2.83631
200102,6,3,2.21124
200102,6,3,4.55878
200102,6,3,2.25254
200102,6,3,3.1177
200102,6,3,1.979
200102,6,3,0.226709
200102,6,3,0.0237879
200102,6,3,1.69761
200102,6,3,0.434095
200102,6,3,-1.02342
200102,6,3,1.20426
200102,6,3,1.65631
200102,6,3,2.86117
200102,6,3,1.60163
200102,6,3,3.36319
200102,6,3,3.42008
200102,6,3,3.42008
200102,6,3,-0.0546801
200102,6,3,1.30867
200102,6,3,1.979
200102,6,3,2.79501
200102,6,3,-0.559981
200102,6,3,-1.45917
200102,7,5,1.7933
200102,7,5,-1.71207
200102,7,5,0.542475
200102,7,5,1.04273
200102,7,5,-0.7459
200102,7,5,2.77015
200102,7,5,1.99413
200102,7,5,2.00386
200102,7,5,2.77015
200102,7,5,2.28137
200102,7,5,2.30624
200102,7,5,2.30624
200102,7,5,-0.0959741
200102,7,5,-0.0258434
200102,7,5,-0.609612
200102,7,5,2.00386
200102,7,5,0.542475
200102,7,5,1.979
200102,7,5,0.542475
200102,7,5,0.865158
200102,7,5,1.69761
200102,7,5,3.3117
200102,7,5,3.90885
200102,7,5,2.30624
200102,7,5,1.88244
200102,7,5,2.49263
200102,7,5,0.785615
200102,7,5,1.99413
200102,7,5,2.49263
200102,7,5,1.65631
200102,7,5,1.72247
200102,7,5,0.865158
200102,7,5,-2.33713
200102,7,5,0.160552
200102,7,5,1.46406
200102,7,5,-0.609612
200102,7,5,2.25641
200102,7,5,3.93371
200102,7,5,2.30624
200102,7,5,2.81988
200102,7,5,1.78755
200102,7,5,2.22669
200102,7,5,0.865158
200102,7,5,2.2395
200102,7,5,2.22669
200102,7,5,2.5175
200102,7,5,2.51947
200102,7,5,3.42008
200102,7,5,0.413105
200102,7,5,1.11286
200102,7,5,0.186396
200102,7,5,1.16754
200102,7,5,2.00386
200102,7,5,3.42008
200102,7,5,3.97501
200102,7,5,0.542475
200102,7,5,2.28137
200102,7,5,2.30624
200102,7,5,2.5175
200102,7,5,1.42009
200102,7,5,1.76269
200102,7,5,1.69761
200102,7,5,0.87654
200102,7,5,2.81144
200102,7,5,1.69761
200102,7,5,3.36638
200102,7,5,4.74517
200102,7,5,2.53393
200102,7,5,-1.85974
200102,7,5,2.86117
200102,7,5,1.48517
200102,7,5,0.0650819
200102,7,5,1.58618
200102,7,5,0.583769
200102,7,5,3.44494
200102,7,5,4.50508
200102,7,5,2.11071
200102,7,5,3.39521
200102,7,5,2.90139
200102,7,5,2.5779
200102,7,5,3.14256
200102,7,5,1.76269
200102,7,5,3.60647
200102,7,5,2.83631
200102,7,5,2.86117
200102,7,5,1.68118
200102,7,5,3.14256
200102,7,5,2.83631
200102,7,5,1.35393
200102,7,5,1.40938
200102,7,5,4.2564
200102,7,5,1.08436
200102,7,5,3.13283
200102,7,5,2.00386
200102,7,5,2.00386
200102,7,5,2.30624
200102,7,5,1.16754
200102,7,5,4.53391
200102,7,5,2.41309
200102,7,5,2.90139
200102,8,3,-0.041294
200102,8,3,-2.10537
200102,8,3,2.30624
200102,8,3,2.79501
200102,8,3,1.17892
200102,8,3,2.87255
200102,8,3,1.1008
200102,8,3,1.97395
200102,8,3,1.16754
200102,8,3,1.17892
200102,8,3,0.462932
200102,8,3,1.08799
200102,8,3,1.07254
200102,8,3,1.16754
200102,8,3,1.68118
200102,8,3,2.28137
200102,8,3,2.30624
200102,8,3,3.39521
200102,8,3,0.865158
200102,8,3,1.65631
200102,8,3,4.23153
200102,8,3,1.65631
200102,8,3,0.785615
200102,8,3,0.715484
200102,8,3,3.1177
200102,8,3,2.22645
200102,8,3,3.63472
200102,8,3,3.97501
200102,8,3,3.44328
200102,8,3,0.160552
200102,8,3,2.55879
200102,8,3,1.68118
200102,8,3,3.34053
200102,8,3,1.39523
200102,8,3,0.542475
200102,8,3,1.08799
200102,8,3,0.810478
200102,8,3,5.67261
200102,8,3,2.30624
200102,8,3,0.542475
200102,8,3,2.28137
200102,8,3,2.22669
200102,8,3,1.64293
200102,8,3,3.1177
200102,8,3,3.42008
200102,8,3,2.21124
200102,8,3,1.60163
200102,8,3,3.42008
200102,8,3,1.39523
200102,8,3,0.865158
200102,8,3,2.30624
200102,8,3,-0.356715
200102,8,3,2.78163
200102,8,3,0.201846
200102,8,3,-0.0317025
200102,8,3,1.39523
200102,8,3,2.83631
200102,8,3,3.41422
200102,8,3,3.63472
200102,8,3,1.3275
200102,8,3,5.08884
200102,8,3,0.756778
200102,8,3,2.30624
200102,8,3,0.270677
200102,8,3,1.38451
200102,8,3,1.16754
200102,8,3,-0.013042
200102,8,3,0.859299
200102,8,3,1.11286
200102,8,3,2.79501
200102,8,3,2.30119
200102,8,3,-0.0959741
200102,8,3,2.28137
200102,8,3,2.28137
200102,8,3,1.65631
200102,8,3,3.04757
200102,8,3,3.89546
200102,8,3,1.107
200102,8,3,-1.28209
200102,8,3,2.25254
200102,8,3,2.21124
200102,8,3,1.11771
200102,8,3,2.81144
200102,8,3,0.880289
200102,8,3,3.42008
200102,8,3,1.72247
200102,8,3,-0.328223
200102,8,3,2.53393
200102,8,3,1.02513
200102,8,3,3.03815
200102,8,3,2.82326
200102,8,3,3.97501
200102,8,3,0.498366
200102,8,3,2.79501
200102,8,3,4.2564
200102,8,3,0.462932
200102,8,3,1.70943
200102,8,3,1.31568
200102,8,3,3.32508
200102,8,3,5.37023
200102,9,1,2.28137
200102,9,1,0.504226
200102,9,1,2.18638
200102,9,1,-0.328223
200102,9,1,1.60163
200102,9,1,0.718873
200102,9,1,1.69761
200102,9,1,0.812194
200102,9,1,-0.449645
200102,9,1,3.36638
200102,9,1,0.993001
200102,9,1,0.122303
200102,9,1,1.39523
200102,9,1,-0.0258434
200102,9,1,1.68315
200102,9,1,-0.821066
200102,9,1,0.880289
200102,9,1,0.583769
200102,9,1,-1.49576
200102,9,1,1.979
200102,9,1,2.00386
200102,9,1,0.865158
200102,9,1,0.577909
200102,9,1,0.577909
200102,9,1,0.785615
200102,9,1,-0.852769
200102,9,1,1.16754
200102,9,1,0.0440916
200102,9,1,-0.524546
200102,9,1,-0.559981
200102,9,1,0.416494
200102,9,1,2.81144
200102,9,1,-0.0144611
200102,9,1,1.08799
200102,9,1,2.74857
200102,9,1,0.569308
200102,9,1,2.5779
200102,9,1,-0.54453
200102,9,1,-0.0258434
200102,9,1,0.810478
200102,9,1,2.5779
200102,9,1,-0.398354
200102,9,1,0.865158
200102,9,1,0
200102,9,1,2.83631
200102,9,1,1.09741
200102,9,1,-0.237298
200102,9,1,0.504226
200102,9,1,0.562778
200102,9,1,2.81144
200102,9,1,0.59417
200102,9,1,2.00386
200102,9,1,1.05155
200102,9,1,0.361602
200102,9,1,-0.313092
200102,9,1,0.798416
200102,9,1,-0.315421
200102,9,1,2.27177
200102,9,1,1.979
200102,9,1,-0.911991
200102,9,1,2.00386
200102,9,1,1.38218
200102,9,1,0.743736
200102,9,1,0.785615
200102,9,1,-1.21922
200102,9,1,0.185415
200102,9,1,0.281389
200102,9,1,0.569308
200102,9,1,1.69761
200102,9,1,-0.237298
200102,9,1,1.41036
200102,9,1,0.226709
200102,9,1,-0.911991
200102,9,1,1.17892
200102,9,1,1.64778
200102,9,1,-0.243157
200102,9,1,0.795027
200102,9,1,2.73577
200102,9,1,3.1177
200102,9,1,0.583769
200102,9,1,3.39521
200102,9,1,-0.489958
200102,9,1,2.00386
200102,9,1,-0.89686
200102,9,1,-0.0258434
200102,9,1,1.78755
200102,9,1,0.779756
200102,9,1,1.17892
200102,9,1,1.08799
200102,9,1,1.38218
200102,9,1,0.268347
200102,9,1,0.850377
200102,9,1,-0.0258434
200102,9,1,-1.80299
200102,9,1,-0.0471531
200102,9,1,1.68456
200102,9,1,3.69173
200102,9,1,0.201846
200102,9,1,-1.1283
200102,9,1,1.39523
200102,10,3,-1.5501
200102,10,3,1.58162
200102,10,3,0.865158
200102,10,3,2.81144
200102,10,3,2.79045
200102,10,3,0.131715
200102,10,3,2.19025
200102,10,3,3.64776
200102,10,3,0.865158
200102,10,3,1.68456
200102,10,3,1.08799
200102,10,3,1.979
200102,10,3,3.42008
200102,10,3,1.09285
200102,10,3,-2.73043
200102,10,3,1.42009
200102,10,3,0.770164
200102,10,3,3.67263
200102,10,3,0.195987
200102,10,3,1.34055
200102,10,3,1.92432
200102,10,3,2.5175
200102,10,3,1.46406
200102,10,3,-0.0677221
200102,10,3,1.57677
200102,10,3,0.160552
200102,10,3,1.07981
200102,10,3,1.63474
200102,10,3,2.49263
200102,10,3,-0.0258434
200102,10,3,1.46031
200102,10,3,0.487795
200102,10,3,3.1177
200102,10,3,1.67662
200102,10,3,0.0754837
200102,10,3,-0.953285
200102,10,3,1.29925
200102,10,3,2.53393
200102,10,3,3.42008
200102,10,3,1.39523
200102,10,3,1.39523
200102,10,3,-0.183706
200102,10,3,3.90032
200102,10,3,0.488775
200102,10,3,2.46777
200102,10,3,-0.925033
200102,10,3,1.3788
200102,10,3,-1.5088
200102,10,3,2.72032
200102,10,3,1.62988
200102,10,3,0.835246
200102,10,3,0.198216
200102,10,3,1.07981
200102,10,3,2.25156
200102,10,3,0.462932
200102,10,3,1.76269
200102,10,3,0.810478
200102,10,3,1.15793
200102,10,3,1.979
200102,10,3,3.3369
200102,10,3,3.60647
200102,10,3,0.240095
200102,10,3,-0.370102
200102,10,3,4.53391
200102,10,3,2.30624
200102,10,3,2.81532
200102,10,3,1.35393
200102,10,3,1.17892
200102,10,3,2.81144
200102,10,3,1.70635
200102,10,3,3.37025
200102,10,3,3.92915
200102,10,3,3.73771
200102,10,3,1.30264
200102,10,3,3.64776
200102,10,3,2.44134
200102,10,3,1.42009
200102,10,3,2.30624
200102,10,3,-0.725596
200102,10,3,1.88244
200102,10,3,3.14256
200102,10,3,1.03331
200102,10,3,0.810478
200102,10,3,1.70943
200102,10,3,1.72247
200102,10,3,-0.638105
200102,10,3,0.160552
200102,10,3,2.47925
200102,10,3,0.785615
200102,10,3,0.39619
200102,10,3,2.79501
200102,10,3,1.92432
200102,10,3,1.46031
200102,10,3,1.37633
200102,10,3,2.44134
200102,10,3,0.996873
200102,10,3,-1.93202
200102,10,3,1.3275
200102,10,3,1.67662
